Place_Name,Address,City,Rating,Total_Rati,Latitude,Longitude,Type,Descriptio
Location of Aiken and Sons Mill,"H7VC+3H, Guilford",Guilford,0.00000000000,0,37.59273800000,-95.72860600000,"point_of_interest, establishment",No description available
Wilson County Historic Clock Tower,Fredonia,Fredonia,0.00000000000,0,37.53481680000,-95.82724370000,"point_of_interest, establishment",No description available
Wineglass Ramps,"4402 Main St, New Albany",New Albany,4.00000000000,3,37.56912890000,-95.93818550000,"point_of_interest, establishment",Best backyard ramp ever. No Kooks!
Fort Row,"20517 Harper Rd, Fredonia",Fredonia,0.00000000000,0,37.66838010000,-95.83305530000,"point_of_interest, establishment",No description available
Ivanpah School,"Township Rd 38, Eureka",Eureka,5.00000000000,2,37.89810770000,-96.49786540000,"point_of_interest, establishment",It's fenced off. Looks like private property. Cool visit nevertheless.
Trego County Historical Society Museum,"128 N 13th St, WaKeeney",WaKeeney,4.80000000000,24,39.02487200000,-99.87127020000,"museum, tourist_attraction, point_of_interest, establishment","A beautiful spacious museum, beautifully organized with occasional seating for when you need a rest. Pleasant knowledgeable staff. Highly recommend this museum!"
Ellis County Historical Society,"100 W 7th St, Hays",Hays,3.70000000000,9,38.86971440000,-99.33238130000,"museum, library, tourist_attraction, point_of_interest, establishment",Some things you don?ÇÖt forget. The horrible experience here is one.
Fort Hays State Historic Site,"1472 US Highway 183 Alt, Hays",Hays,4.60000000000,222,38.86299500000,-99.34148400000,"tourist_attraction, museum, point_of_interest, establishment",This is a great place to see how the old forts were laid out during the westward expansion. They have been able to preserve two of the officers' homes and the enlisted men's barracks. The foundations are shown for the commanding officer's home that was s
Twin Mounds,"76J4+53, Waldo",Waldo,5.00000000000,2,39.28047010000,-98.79481550000,"point_of_interest, establishment",Native American Mounds
Rush County Historical Museum,"Grass Park, 202 1st St, La Crosse",La Crosse,4.60000000000,5,38.52453240000,-99.31218340000,"museum, point_of_interest, establishment","Lots to see, great people running it."
1872 Gernon House,"818 N Kansas St, Russell",Russell,5.00000000000,1,38.89346280000,-98.85878580000,"museum, point_of_interest, establishment",
Barbed Wire Museum,"120 1st St, La Crosse",La Crosse,4.60000000000,56,38.52461530000,-99.31158700000,"museum, tourist_attraction, point_of_interest, establishment","Great museum that?ÇÖs kind of nondescript from the outside. You?ÇÖll see the two large balls of barbed wire.
Once inside it has multiple large rooms that are super carefully curated. There?ÇÖs a nice woman that takes care of the museum and keep it super"
Bob Dole's Childhood Home,"1035 N Maple St, Russell",Russell,5.00000000000,2,38.89575630000,-98.86080650000,"point_of_interest, establishment",Took a drive by the home. It is private residence so didn?ÇÖt want to linger too long.  Interesting to see how people grew up.
Replica Statue of Liberty,"Bickerdyke Park, 300 N Lincoln St, Russell",Russell,5.00000000000,1,38.88895870000,-98.86253720000,"point_of_interest, establishment",Great replica of Lady Liberty located on the north end of the park.
Iwo Jima Memorial,"704 S 13th St, WaKeeney",WaKeeney,1.00000000000,2,39.01190270000,-99.87100760000,"point_of_interest, establishment",No longer there.   Will search nearby Veterans Cemetery to see of moved there.
Paradise Water Tower,Paradise,Paradise,5.00000000000,4,39.11798840000,-98.91588790000,"point_of_interest, establishment",These FFA students from Eastern Kansas helped a family that lost their home to praire fires.
McCracken Historical Museum,"212 Main St, McCracken",McCracken,5.00000000000,3,38.58398160000,-99.56963580000,"museum, point_of_interest, establishment",There are two museums and they open by appointment. The Paper Moon museum is awesome and has a lot of items from when parts of the movie were filmed in McCracken Kansas. The Historic Museum offers a look at the last jail and lots of items regarding local
The Pioneer Family,"1001 Cedar St, Victoria",Victoria,0.00000000000,0,38.85713320000,-99.15147860000,"point_of_interest, establishment",No description available
William J Harkleroad Memorial Point,"Creekside Park, 500 Taylor St, Ellis",Ellis,0.00000000000,0,38.94492030000,-99.56520090000,"point_of_interest, establishment",No description available
Russell County Historical Society and Genealogy Society,"331 N Kansas St, Russell",Russell,5.00000000000,1,38.88850900000,-98.85837980000,"point_of_interest, establishment",
Frontier Historical Park,"Old Hwy 40, Hays",Hays,4.60000000000,336,38.86373860000,-99.33895220000,"park, tourist_attraction, point_of_interest, establishment","We stopped at Frontier Historical Park to specifically see the bison, notably the ?Çÿghost buffalo,?ÇÖ Ghostbuster. We were surprised to see/learn that Ghostbuster was brought in many years ago, and there is a brand new, unadvertised even more white baby"
Heym-Oliver House,"503 N Kansas St, Russell",Russell,0.00000000000,0,38.89034540000,-98.85845260000,"point_of_interest, establishment",No description available
Sternberg Museum of Natural History,"3000 Sternberg Dr, Hays",Hays,4.70000000000,726,38.88907060000,-99.29978410000,"museum, tourist_attraction, point_of_interest, establishment",We had such a great experience overall. The museum is super clean and easy to navigate. They have a variety of things on display from mineral and fossils to live animals and interactive activities. We throughly enjoyed the dinosaurs on display now and my
Old US 40 Service Station,"600 W 10th St, Ellis",Ellis,0.00000000000,0,38.93718540000,-99.56765890000,"point_of_interest, establishment",No description available
Boot Hill Cemetery,"1806 Fort St, Hays",Hays,4.20000000000,60,38.87841290000,-99.32786160000,"park, tourist_attraction, point_of_interest, establishment",Interesting place tucked away in what?ÇÖs now a neighborhood. Hard to imagine nothing there except the cemetery 100+ years ago. Makes you wonder how many people are still buried in the yards of the neighborhood today.
Nicodemus National Historic Site,"304 Washington Ave, Bogue",Bogue,4.70000000000,281,39.39335950000,-99.61467770000,"tourist_attraction, point_of_interest, establishment",Arrived 15 minutes before opening but the Rangers opened up with the upmost politeness and was very knowledgeable with our questions. Wish everyone in that office the best in life!
Nicodemus Historical Society,"611 5th St, Bogue",Bogue,4.70000000000,3,39.38822450000,-99.61871080000,"museum, tourist_attraction, point_of_interest, establishment","This place is interesting, how it got started and how Nicodemus became the town it is today."
Trego County Historical Society Museum,"128 N 13th St, WaKeeney",WaKeeney,4.80000000000,24,39.02487200000,-99.87127020000,"museum, tourist_attraction, point_of_interest, establishment","A beautiful spacious museum, beautifully organized with occasional seating for when you need a rest. Pleasant knowledgeable staff. Highly recommend this museum!"
Amos H. Boultinghouse Homestead,"S 190th Ave, Osborne",Osborne,5.00000000000,1,39.44484040000,-98.84160560000,"point_of_interest, establishment",The Amos Boultinghouse Homestead is in the Tilden Township.
John W. Guyer Homestead,Osborne,Osborne,5.00000000000,1,39.38728810000,-98.83707320000,"point_of_interest, establishment",John W Guyer Homestead is a nice homestead in Kill Creek Township. It is near Kill Creek. Raccoons roam the area.
John Storer Homestead,Alton,Alton,5.00000000000,1,39.46681020000,-98.80635510000,"point_of_interest, establishment",The John Storer Homestead is near Bloomington in Tilden Township.
Fort Bissell Museum,"501 Fort Bissel Ave, Phillipsburg",Phillipsburg,4.60000000000,22,39.75543630000,-99.33258100000,"tourist_attraction, point_of_interest, establishment","Small fort and museum with 100% community donated artifacts, construction and time to assemble this collection of buildings as well as several rooms full of artifacts. The volunteers are kind and generous with plenty of details about the history of the a"
Henry John Neuschwanger Homestead,"724 S 200th Ave, Osborne",Osborne,5.00000000000,1,39.39827530000,-98.85371510000,"point_of_interest, establishment",The Henry John Neuschwanger Homestead has an old house surrounded by trees not far from Mt Hope Cemetery and is in Tilden Township.
Rooks County Historical Society & Museum,"921 S Cedar St, Stockton",Stockton,4.80000000000,11,39.42774410000,-99.27565940000,"museum, point_of_interest, establishment","If you like the old style museums, we think you?ÇÖll love this one.  Not the ones with lots of reading and a few items displayed.  We had a guided tour with Rick, the coordinator, who is not native to the area but was full of local history.  Very well or"
Twin Mounds,"76J4+53, Waldo",Waldo,5.00000000000,2,39.28047010000,-98.79481550000,"point_of_interest, establishment",Native American Mounds
Logan Area Historical Museum,"219 W Main St, Logan",Logan,4.30000000000,3,39.66167360000,-99.57201390000,"museum, tourist_attraction, point_of_interest, establishment","Cool place, with national / international stuff!"
Iwo Jima Memorial,"704 S 13th St, WaKeeney",WaKeeney,1.00000000000,2,39.01190270000,-99.87100760000,"point_of_interest, establishment",No longer there.   Will search nearby Veterans Cemetery to see of moved there.
Paradise Water Tower,Paradise,Paradise,5.00000000000,4,39.11798840000,-98.91588790000,"point_of_interest, establishment",These FFA students from Eastern Kansas helped a family that lost their home to praire fires.
William J Harkleroad Memorial Point,"Creekside Park, 500 Taylor St, Ellis",Ellis,0.00000000000,0,38.94492030000,-99.56520090000,"point_of_interest, establishment",No description available
Cedar Depot museum,Cedar,Cedar,0.00000000000,0,39.65689830000,-98.94018020000,"museum, point_of_interest, establishment",No description available
Old US 40 Service Station,"600 W 10th St, Ellis",Ellis,0.00000000000,0,38.93718540000,-99.56765890000,"point_of_interest, establishment",No description available
Chrysler Boyhood Home and Museum,"102 W 10th St, Ellis",Ellis,4.70000000000,34,38.93655510000,-99.56093970000,"museum, tourist_attraction, point_of_interest, establishment","We were on our way home from visiting family in Monument, Colorado, in our RV. We were at a KOA campground in WaKeeney, just 20 miles away from the Boyhood Home of Walter Chrysler.We decided to stay another night and visit this place: it is a wonderful p"
Cyclone Day Memorial,"303 4th St, Codell",Codell,4.60000000000,9,39.19440110000,-99.17503930000,"museum, tourist_attraction, point_of_interest, establishment","A neat little memorial.  Other reviews describe it well so no need to duplicate their work.  One warning though, don't park right next to the memorial.  The parking lot is full of goat heads and they will puncture tires, the soles of your shoes, and your"
Logan Area Historical Society,"215 W Main St #217, Logan",Logan,0.00000000000,0,39.66167340000,-99.57201390000,"point_of_interest, establishment",No description available
Nicodemus Historic Baseball Diamond,"418 Washington Ave, Bogue",Bogue,0.00000000000,0,39.39328340000,-99.61805790000,"tourist_attraction, point_of_interest, establishment",No description available
Father Padilla Cross and Historic Marker,"1192 Ave M, Lyons",Lyons,4.60000000000,18,38.34751350000,-98.27654130000,"point_of_interest, establishment","A mile north of historic Cow Creek Crossing on the Santa Fe Trail along highway 56 west of Lyon, Kansas."
Souders Historical Farm Museum,"39925 West 39th St S, Cheney",Cheney,4.90000000000,25,37.61684400000,-97.79978000000,"museum, tourist_attraction, point_of_interest, establishment",A super interesting historical museum that is seemingly in the middle of nowhere. There are many unique and just plain cool antiques and artifacts that you can literally get up close and personal with. I recommend a stop if you are in the area!
Buffalo Bill's Well on the Santa Fe Trail,"12th Rd, Lyons",Lyons,4.00000000000,14,38.33385610000,-98.27565560000,"point_of_interest, establishment","Unfortunately, the well is no more than a plate welded flush with the ground. It's a nice side trip off the main highway but there's nothing to see but a small sign with limited details. Wish there was more about the Santa Fe Trail crossing which was app"
Historic McPherson Sante Fe Depot,"400 N Chestnut St, McPherson",McPherson,4.40000000000,5,38.37234540000,-97.67117720000,"point_of_interest, establishment",Cool Old Building. Atmosphere was nice. The Old man in Coveralls was a bit Handsy. The Taco were Yummy.
Soldiers and Sailors Monument,"101 E 1st Ave, Hutchinson",Hutchinson,4.00000000000,3,38.05323160000,-97.92988100000,"point_of_interest, establishment","The Soldiers and Sailors Monument in downtown Hutchinson is truly a sight to behold. Standing tall, it serves as a poignant memorial to honor our veterans. The monument is flanked by two large cannons, adding to its majestic presence. At the base, beauti"
Salt Discovery Well,"1 Discovery Lp, South Hutchinson",South Hutchinson,4.60000000000,11,38.01373170000,-97.94582960000,"tourist_attraction, point_of_interest, establishment","Learning that salt was discovered in Hutchinson, Kansas was pretty awesome! No wonder it's called the Salt City! How cool is that this obscure little town out in the middle of nowhere is famous for so many things that I didn't even know of!"
Fry'sRuts,"2939-2941 Ave P, Little River",Little River,5.00000000000,2,38.30207270000,-97.95551630000,"point_of_interest, establishment",
Former Rock Island Railroad Depot,Hutchinson,Hutchinson,3.80000000000,6,38.04738910000,-97.92971920000,"point_of_interest, establishment",It was well lit and easy to get to
Santa Fe Trail Marker,"22nd Ave, Galva",Galva,4.80000000000,4,38.34976230000,-97.51937630000,"point_of_interest, establishment",Stop and read the history of the area and the people who came before us.
Chimney Sweep,"US-81, McPherson",McPherson,5.00000000000,5,38.31164350000,-97.61427780000,"point_of_interest, establishment",He definitely stands out by himself!
Ye Old Mill,Hutchinson,Hutchinson,4.60000000000,12,38.07657180000,-97.92716510000,"tourist_attraction, point_of_interest, establishment",A fun unique experience...just give it a go.
Kingman County Historical Museum,"400 N Main St, Kingman",Kingman,4.90000000000,9,37.64539710000,-98.11305950000,"museum, point_of_interest, establishment","A must-visit museum, visited last year (thanks Sharon again for the welcome and all explanations). Very interesting explanation of how was Kingman at its origin. I remember the dentist machines (using pedals). And the firemen's pole."
Reno County Museum,"100 S Walnut St, Hutchinson",Hutchinson,4.60000000000,134,38.05061400000,-97.92982800000,"museum, point_of_interest, establishment",We make this an annual tradition to come check out this museum while we?ÇÖre here. Always has some good exhibits.
McPherson Globe Refiners Statue,"122 E Marlin St, McPherson",McPherson,5.00000000000,2,38.37032850000,-97.66561050000,"point_of_interest, establishment",Interesting monument in memory of the 1936 gold medal winning U.S. basketball team
"Little Arkansas Crossing, Santa Fe Trail",Windom,Windom,5.00000000000,1,38.30485820000,-97.93746010000,"point_of_interest, establishment",
Mill Race Dam,Kingman,Kingman,5.00000000000,4,37.63779010000,-98.10870140000,"point_of_interest, establishment",Lovely place to take your lunch and I bet the fishing in the nearby pond and above the dam is good.
Museum of Ellinwood & Ellinwood Community Historical Society,"104 N Main St, Ellinwood",Ellinwood,4.00000000000,1,38.35489100000,-98.58141750000,"museum, point_of_interest, establishment",Lots of antiques.  Not expensive. Always adding new things.
Santa Fe Trail Park,"840 Avenue N, Chase",Chase,4.00000000000,1,38.33302440000,-98.34057640000,"point_of_interest, establishment",This small park has a few visible ruts from the Santa Fe Trail and an old Buffalo Wallow. There is a gravel parking area right off the road- probably big enough for 3-4 cars. A large sign put up by the Fort Larned Historical Society details the history o
Coronado Quivira Museum,"105 W Lyon St, Lyons",Lyons,4.60000000000,39,38.34569460000,-98.20365860000,"museum, tourist_attraction, point_of_interest, establishment",There's an awesome variety of stuff in this museum! It starts out with Native American stuff and professes through time and includes Coronado and genuine chain mail from Spanish conquistadors! There is also a basement with more recent relics including a
Stafford County Museum,"100 N Main St, Stafford",Stafford,4.70000000000,13,37.96187260000,-98.60017900000,"museum, point_of_interest, establishment","Had personal tour. It is very interesting, especially if your from central Kansas. Free, but donations accepted."
Haskell County Historical,"Fairgrounds St, Sublette",Sublette,4.90000000000,14,37.47826200000,-100.83648580000,"museum, tourist_attraction, point_of_interest, establishment",Wow so much stuff from the past this place was surreal. Really made me stop and think and the kids absolutely loved it too.
Ford County Historical Society,"310 Gunsmoke St, Dodge City",Dodge City,4.80000000000,6,37.75383280000,-100.01984110000,"museum, point_of_interest, establishment","Great place to visit! They even have a few photo op cars, so take the kids. We showed up at closing, and were not run off. Owner even talked to us and answered any and all questions regarding the racecars."
1139 Steam Engine,Dodge City,Dodge City,4.80000000000,14,37.75302060000,-100.02202500000,"point_of_interest, establishment","Dodge City is not the wild wild West town of yore, but a place full of museums, statues and entertainment.  We just dipped our toes in and can?ÇÖt wait to go back to really get to know the place."
Kansas Historical Marker Beersheba,"State Route 156 &, KS-23, Garfield Township",Garfield Township,5.00000000000,1,38.05936500000,-100.46176250000,"point_of_interest, establishment",
Historic Sundials,"201 E Wyatt Earp Blvd, Dodge City",Dodge City,4.50000000000,2,37.75235950000,-100.01513880000,"point_of_interest, establishment","Large Sundial 'hidden' behind the old railroad depot. A pair of them as tall as a flagpole, labeled by timezone."
Doc Holliday Statue,"488 W Wyatt Earp Blvd, Dodge City",Dodge City,4.70000000000,43,37.75291270000,-100.02132030000,"tourist_attraction, point_of_interest, establishment","Great stop to see the statues , train , Boot Hill . Fun fun fun !"
Historic Santa Fe Depot,"201 E Wyatt Earp Blvd, Dodge City",Dodge City,4.30000000000,12,37.75264080000,-100.01603830000,"tourist_attraction, point_of_interest, establishment","It's a functioning train station, so you can't expect much. Clean though. If the lady at the visitor's center wouldn't have told us, we wouldn't  have found the entrance."
Old West Mural,Dodge City,Dodge City,5.00000000000,2,37.75540130000,-100.02062860000,"point_of_interest, establishment",A beautiful mural behind the salsa man
La Salsa Man,"709 3rd Ave, Dodge City",Dodge City,4.70000000000,27,37.75528660000,-100.02038150000,"tourist_attraction, point_of_interest, establishment",Salsa Man is a great photo op ! We had quiet a few laughs trying to get that perfect shot ! Cool!
Coronado Cross,"11666 US-400, Dodge City",Dodge City,4.30000000000,70,37.72576300000,-99.91259810000,"tourist_attraction, point_of_interest, establishment",What a neat part of history that popped up out of nowhere on a road trip!
Finney County Museum,"403 S 4th St, Garden City",Garden City,4.70000000000,76,37.96025620000,-100.87092230000,"museum, point_of_interest, establishment","Great place to take the family, it's a great zoo and it is free to go.. I don't know of any other zoos that are free. They have a good playground inside the zoo and a carousel ?á???á"
Largest Flag in Kansas,"1621 E Fulton St, Garden City",Garden City,5.00000000000,4,37.96444980000,-100.85315280000,"point_of_interest, establishment",What a beautiful sight driving down Fulton Street and seeing the American ?á?????á???? flying high over my head. Shared on my Facebook page and of course your wonderful business in the background .
The Caches - Fort Atkinson,Dodge City,Dodge City,2.70000000000,3,37.75865720000,-100.08782070000,"point_of_interest, establishment",It was great! It was beautiful!
Dodge City,"301 4th Ave, Dodge City",Dodge City,0.00000000000,0,37.75205570000,-100.02180780000,"point_of_interest, establishment",No description available
Santa Fe Trail Tracks,"US-400, Fort Dodge",Fort Dodge,4.00000000000,255,37.78956520000,-100.19775330000,"tourist_attraction, point_of_interest, establishment","Basically impossible to see the tracks as of early October. However, the surrounding views are gorgeous, with prairie grass waving and very colorful. I wonder if they should put up something to block weather, as it seems like all the Santa Fe track sites"
Garden City Water Tower,"103 US-50 BUS, Garden City",Garden City,3.80000000000,13,37.97542230000,-100.87222670000,"point_of_interest, establishment","Forget everything you know about water towers!  This one is special.   It's a tower.   With water IN IT!  The locals call it the ""water tower"".  Take the kids for a fun filled adventure.
(Make sure you take water off the day is hot - water isn't provided"
James Arness (as Matt Dillon) Statue,"400 W Wyatt Earp Blvd, Dodge City",Dodge City,5.00000000000,3,37.75294210000,-100.02058130000,"point_of_interest, establishment",Nice historic area. Easy to park and walk to all the statues and train.
Large Mountain Time Sundial,"201 E Wyatt Earp Blvd, Dodge City",Dodge City,4.00000000000,1,37.75237250000,-100.01544290000,"point_of_interest, establishment","Large Sundial 'hidden' behind the old railroad depot. A pair of them as tall as a flagpole, labeled by timezone."
Fort Dodge Camp Supply Military Road,"11810 US-54, Minneola",Minneola,4.40000000000,12,37.49068720000,-99.88733120000,"point_of_interest, establishment",Interesting large plaque explains the history of the supply camp road.
Boot Hill Museum,"500 W Wyatt Earp Blvd, Dodge City",Dodge City,4.60000000000,2996,37.75380330000,-100.02174470000,"museum, store, point_of_interest, establishment","History buffs, we were absolutely thrilled with the museum! The displays are carefully curated and cared for. The information provided is interesting and engaging. Everything is well organized and clean. The staff are all professional and courteous. We e"
Historic Ritchie House,"1116 SE Madison St, Topeka",Topeka,4.30000000000,47,39.04274080000,-95.67197080000,"tourist_attraction, point_of_interest, establishment",Impromptu stop at the Ritchie House and glad we did. It is much less about the actual house and more of the John Ritchie history. Had an hour long lesson from the tour guide with a slideshow providing a deep dive into the many aspects of reform Ritchie a
Kaw Mission State Historic Site,"500 North Msn, Council Grove",Council Grove,4.50000000000,61,38.66591600000,-96.49394100000,"tourist_attraction, museum, point_of_interest, establishment","We stopped while traveling to stretch our legs on the walking path along the water. This historic site was in front of the parking area for walking. It was an interesting site that we weren't expecting. I don't think it was open that day, and I'm not cer"
Old Prairie Town at Ward-Meade Historic Site and Botanical Garden,"124 NW Fillmore St, Topeka",Topeka,4.60000000000,464,39.06346850000,-95.68330760000,"tourist_attraction, park, museum, point_of_interest, establishment","What a lovely little place to walk through a touch of history. Being able to get close to architecture from such a long time ago.

I went during a time when they didn't have the buildings open to walk through them. And there was practically no one there."
Old School House,"10967 Wilmington Rd, Harveyville",Harveyville,5.00000000000,1,38.74487220000,-95.96439150000,"point_of_interest, establishment",Down the road less traveled now but it has a lot of history about the Santa Fe Trail.
Wamego Historical Museum,"406 4th St, Wamego",Wamego,4.70000000000,30,39.20212950000,-96.30043040000,"museum, tourist_attraction, point_of_interest, establishment","The staff was so friendly and told us a lot about the items in the main room.  One of the volunteers opened all of the display building on site so we could see them (school house, store, cabin, etc)."
Welcome to The Flint Hills Sign,"393-301 N Humboldt Creek Rd, Junction City",Junction City,4.50000000000,2,39.06167990000,-96.72047320000,"point_of_interest, establishment",Beautiful place to stretch your legs
Goodnow House State Historic Site,"2301 Claflin Rd, Manhattan",Manhattan,4.50000000000,13,39.19283200000,-96.59556930000,"tourist_attraction, museum, point_of_interest, establishment",They didn't open until 2 pm so we waited and it was worth it. The gentleman who gave us the tour was very informative and told great stories.
Allegawaho Memorial Heritage Park,"S 525 Rd, Council Grove",Council Grove,4.30000000000,20,38.62573820000,-96.43154090000,"tourist_attraction, point_of_interest, establishment","I came here on a whim and it really surprised me. The park itself was gorgeous with beautiful tallgrass prairies, old growth forests, and tons of wildflowers. The couple ruins on the site are also interesting. Another thing about this park is that it's c"
Native Stone Scenic Byway Historical Marker,Alma,Alma,4.80000000000,19,38.90733330000,-96.27991330000,"point_of_interest, establishment",Beautiful Kansas. Mind-boggling stone fencing. Rolling hills and winding roads.
The Mormon Trail South Fork Historical Marker,"Kennel Dr, Junction City",Junction City,5.00000000000,1,39.03791540000,-96.76553880000,"point_of_interest, establishment",
Riley County Historical Museum,"2309 Claflin Rd, Manhattan",Manhattan,4.70000000000,69,39.19238370000,-96.59609790000,"museum, tourist_attraction, point_of_interest, establishment",Great collection of local history. Be sure to visit the Goodnow house across from the museum. Got a wonderful guided tour of it from one of the staff members--very knowledgeable!
Historic Deep Creek Schoolhouse,"3125 Deep Creek Rd, Manhattan",Manhattan,5.00000000000,8,39.12085080000,-96.48250120000,"point_of_interest, establishment",Interesting place with many years of history.
Historical Hand-Dug Well,"401 Road to Oz Highway, Westmoreland",Westmoreland,4.30000000000,15,39.39624350000,-96.40803570000,"point_of_interest, establishment","It's amazing to read about it and to think it was hand dug. It was just sad to see that people thought it was a trashcan of some sort.... no, not the algae because that's going to be a thing in any still water situation. The plastic jugs, the shoes and o"
Shawnee County Historical Society,"1118 SE Madison St, Topeka",Topeka,4.70000000000,3,39.04260680000,-95.67216910000,"museum, tourist_attraction, point_of_interest, establishment",Bob did a great job in teaching us. He?ÇÖs very knowledgeable.
Former Missouri-Kansas-Texas Depot,"512 E Main St, Council Grove",Council Grove,5.00000000000,1,38.66187610000,-96.48018730000,"point_of_interest, establishment","This the new home for the Council Grove Visitor Center and the have lots of info for the area.
Plus it?ÇÖs inside one of the last MKT railroad depots in Kansas! It is a great depot and I?ÇÖm glad the city has taken it over and a rehab is hopefully coming"
Ward-Meade House,"3878+9V, Topeka",Topeka,4.50000000000,2,39.06341960000,-95.68266660000,"point_of_interest, establishment",Just beautiful and free.
Pioneer Jail,"507 E Main St, Council Grove",Council Grove,4.50000000000,13,38.66187940000,-96.48070630000,"point_of_interest, establishment","Not much to it but it looks authentic. You can go inside the front ""lobby"" and see inside the two jail cells. Pretty sparse!"
First Territorial Capitol State Historic Site,"693 Huebner Rd, Fort Riley",Fort Riley,4.40000000000,43,39.08528070000,-96.76210190000,"tourist_attraction, museum, point_of_interest, establishment","The capital building itself is pretty cool. There are several neat museums on Fort Riley. I would?ÇÖve given it five stars if not for the background check required to enter the base. You will not be allowed to enter without providing a picture ID, Social"
Kimble Castle,"2001 Poyntz Ave, Manhattan",Manhattan,5.00000000000,2,39.17922670000,-96.58871310000,"point_of_interest, establishment","Kimball Castle is an AMAZING local treasure!! The historic design and incredible grounds are stunning!  I did the home inspection when it sold recently and there was so much to see! The Guest House is beautiful! At some point, my wife and I hope to spend"
The vieux Crossing and the Miltary road,"19466-19886 Oregon Trail Rd, Wamego",Wamego,3.00000000000,1,39.25649260000,-96.25074830000,"point_of_interest, establishment","Not quite sure what to make of this place, since there is barely anything here at all. There are two interesting historical markers describing the crossing and the military road, plus a pavilion over a single picnic table. Barely enough parking for a cou"
Frank J. and Harvey J. Ablah House,"102 N Pinecrest St, Wichita",Wichita,5.00000000000,3,37.68668130000,-97.27562850000,"point_of_interest, establishment",Good location in downtown area. Fun decor in a historic house. This Airbnb is a a great value.
Harvey County Historical Society,"203 N Main St, Newton",Newton,4.80000000000,16,38.04420920000,-97.34555600000,"museum, point_of_interest, establishment",I have so much Respect for the Harvey County Historical Society.  We as a community of Harvey County are blessed to have them. We have no future without reminders of our past.  I'm very grateful to have been a part of the reenactment!
