Place_Name,City,Latitude,Longitude,State
Amphitheater at Memorial Peace Park,Medicine Lodge,37.271854,-98.5523587,Kansas
Amphitheater at Memorial Peace Park,Medicine Lodge,37.271854,-98.5523587,Kansas
Amphitheater at Memorial Peace Park,Medicine Lodge,37.271854,-98.5523587,Kansas
Anderson County Historical Society Museum,Garnett,38.2784359,-95.2487028,Kansas
Anderson County Historical Society Museum,Garnett,38.2784359,-95.2487028,Kansas
Anderson County Historical Society Museum,Garnett,38.2784359,-95.2487028,Kansas
Anderson County Historical Society Museum,Garnett,38.2784359,-95.2487028,Kansas
Anderson's Broom Factory,Salina,38.8431362,-97.6035567,Kansas
Arthur Capper Memorial,Garnett,38.2798604,-95.2361546,Kansas
Arthur Capper Memorial,Garnett,38.2798604,-95.2361546,Kansas
Arthur Capper Memorial,Garnett,38.2798604,-95.2361546,Kansas
Arthur Capper Memorial,Garnett,38.2798604,-95.2361546,Kansas
Arthur Capper Memorial,Garnett,38.2798604,-95.2361546,Kansas
Arthur Capper Memorial,Garnett,38.2798604,-95.2361546,Kansas
Arvonia School House,Lebo,38.4783058,-95.8708093,Kansas
Arvonia School House,Lebo,38.4783058,-95.8708093,Kansas
Asylum Bridge,Osawatomie,38.5051635,-94.941989,Kansas
Asylum Bridge,Osawatomie,38.5051635,-94.941989,Kansas
Asylum Bridge,Osawatomie,38.5051635,-94.941989,Kansas
Asylum Bridge,Osawatomie,38.5051635,-94.941989,Kansas
Atchison County Historical Society,Atchison,39.5599814,-95.1272359,Kansas
Atchison County Historical Society,Atchison,39.5599814,-95.1272359,Kansas
Atchison County Historical Society,Atchison,39.5599814,-95.1272359,Kansas
Atchison County Historical Society,Atchison,39.5599814,-95.1272359,Kansas
Atchison County Historical Society,Atchison,39.5599814,-95.1272359,Kansas
Atchison County Historical Society,Atchison,39.5599814,-95.1272359,Kansas
Augusta Historical Museum,Augusta,37.6739215,-96.9791917,Kansas
Augusta Historical Museum,Augusta,37.6739215,-96.9791917,Kansas
Augusta Historical Museum,Augusta,37.6739215,-96.9791917,Kansas
Augusta Historical Museum,Augusta,37.6739215,-96.9791917,Kansas
Augusta Historical Museum,Augusta,37.6739215,-96.9791917,Kansas
B-29 Memorial Plaza,Great Bend,38.3472756,-98.8498471,Kansas
B-29 Memorial Plaza,Great Bend,38.3472756,-98.8498471,Kansas
B-29 Memorial Plaza,Great Bend,38.3472756,-98.8498471,Kansas
B-29 Memorial Plaza,Great Bend,38.3472756,-98.8498471,Kansas
B-29 Museum,Pratt,37.6996544,-98.741938,Kansas
B-29 Museum,Pratt,37.6996544,-98.741938,Kansas
B-29 Museum,Pratt,37.6996544,-98.741938,Kansas
Baker Bridge (Fishing Bridge),Valley Falls,39.3403125,-95.4481875,Kansas
Barbed Wire Museum,La Crosse,38.5246153,-99.311587,Kansas
Barbed Wire Museum,La Crosse,38.5246153,-99.311587,Kansas
Barbed Wire Museum,La Crosse,38.5246153,-99.311587,Kansas
Barbed Wire Museum,La Crosse,38.5246153,-99.311587,Kansas
Barbed Wire Museum,La Crosse,38.5246153,-99.311587,Kansas
Barbed Wire Museum,La Crosse,38.5246153,-99.311587,Kansas
Barber County Heritage Center,Medicine Lodge,37.2763041,-98.5492987,Kansas
Barber County Heritage Center,Medicine Lodge,37.2763041,-98.5492987,Kansas
Barber County Heritage Center,Medicine Lodge,37.2763041,-98.5492987,Kansas
Barton County Historical Society,Great Bend,38.3486362,-98.7659099,Kansas
Barton County Historical Society,Great Bend,38.3486362,-98.7659099,Kansas
Barton County Historical Society,Great Bend,38.3486362,-98.7659099,Kansas
Barton County Historical Society,Great Bend,38.3486362,-98.7659099,Kansas
Barton County Historical Society,Great Bend,38.3486362,-98.7659099,Kansas
Barton County Historical Society,Great Bend,38.3486362,-98.7659099,Kansas
Basehor Historical Museum Society,Basehor,39.1395137,-94.9385844,Kansas
Bateham,Wakefield,39.1476001,-97.0916953,Kansas
Bateham,Wakefield,39.1476001,-97.0916953,Kansas
Battle of Fort Titus,Lecompton,39.044316,-95.3913306,Kansas
Battle of Punished Woman's Fork National Historic Site,Scott City,38.6435538,-100.9279405,Kansas
Battle of Punished Woman's Fork National Historic Site,Scott City,38.6435538,-100.9279405,Kansas
Battle of Punished Woman's Fork National Historic Site,Scott City,38.6435538,-100.9279405,Kansas
Battle of Punished Woman's Fork National Historic Site,Scott City,38.6435538,-100.9279405,Kansas
Battle of Punished Woman's Fork National Historic Site,Scott City,38.6435538,-100.9279405,Kansas
Battlefield Cemetery,Pleasanton,38.1221656,-94.7233876,Kansas
Baxter Springs Heritage Center & Museum,Baxter Springs,37.0280556,-94.7333333,Kansas
Bellwether Barn,Scott City,38.6308898,-100.9140625,Kansas
Benson Museum,Howard,37.4681597,-96.2634047,Kansas
Big Basin Prairie Preserve Wildlife Area,Minneola,37.2396284,-100.0004651,Kansas
Big Basin Prairie Preserve Wildlife Area,Minneola,37.2396284,-100.0004651,Kansas
Big Ed's,Bird City,39.7497704,-101.5332395,Kansas
Big Orange Caboose,Overland Park,38.9213806,-94.7316055,Kansas
Big Well Museum,Greensburg,37.603412,-99.2944379,Kansas
Big Well Museum,Greensburg,37.603412,-99.2944379,Kansas
Big Well Museum,Greensburg,37.603412,-99.2944379,Kansas
Big Well Museum,Greensburg,37.603412,-99.2944379,Kansas
Big Well Museum,Greensburg,37.603412,-99.2944379,Kansas
Black Jack Battlefield,Wellsville,38.7622179,-95.1329633,Kansas
Block House,Fort Scott,37.8431913,-94.7065805,Kansas
Blue Rapids Museum,Blue Rapids,39.6812124,-96.658911,Kansas
Blue Rapids Museum,Blue Rapids,39.6812124,-96.658911,Kansas
Bluestem Pasture Region,Matfield Green,38.094572,-96.5799591,Kansas
Bluestem Pasture Region,Matfield Green,38.094572,-96.5799591,Kansas
Bob Dole's Childhood Home,Russell,38.8957563,-98.8608065,Kansas
Bob Dole's Childhood Home,Russell,38.8957563,-98.8608065,Kansas
Bob Dole's Childhood Home,Russell,38.8957563,-98.8608065,Kansas
Bob Dole's Childhood Home,Russell,38.8957563,-98.8608065,Kansas
Bohemian Hall,Glasco,39.2630639,-97.9111585,Kansas
Bohemian Hall,Glasco,39.2630639,-97.9111585,Kansas
Bohemian Hall,Glasco,39.2630639,-97.9111585,Kansas
Bohemian Hall,Glasco,39.2630639,-97.9111585,Kansas
Boot Hill Cemetery,Hays,38.8784129,-99.3278616,Kansas
Boot Hill Cemetery,Hays,38.8784129,-99.3278616,Kansas
Boot Hill Museum,Dodge City,37.7538033,-100.0217447,Kansas
Boot Hill Museum,Dodge City,37.7538033,-100.0217447,Kansas
Boot Hill Museum,Dodge City,37.7538033,-100.0217447,Kansas
Boyd's Ranch Historical Marker,Larned,38.1732144,-99.1600355,Kansas
Boyd's Ranch Historical Marker,Larned,38.1732144,-99.1600355,Kansas
Boyd's Ranch Historical Marker,Larned,38.1732144,-99.1600355,Kansas
Boyd's Ranch Historical Marker,Larned,38.1732144,-99.1600355,Kansas
Boyd's Ranch Historical Marker,Larned,38.1732144,-99.1600355,Kansas
Brown County Historical Society - Ag Museum and Windmill Lane,Hiawatha,39.8481521,-95.5219182,Kansas
Brown County Historical Society - Ag Museum and Windmill Lane,Hiawatha,39.8481521,-95.5219182,Kansas
Brown Mansion,Coffeyville,37.0199708,-95.6144994,Kansas
Brown Mansion,Coffeyville,37.0199708,-95.6144994,Kansas
Buffalo Bill Cultural Center,Oakley,39.1269748,-100.8698706,Kansas
Buffalo Bill Cultural Center,Oakley,39.1269748,-100.8698706,Kansas
Buffalo Bill Cultural Center,Oakley,39.1269748,-100.8698706,Kansas
Buffalo Bill's Well on the Santa Fe Trail,Lyons,38.3338561,-98.2756556,Kansas
Buffalo Bill's Well on the Santa Fe Trail,Lyons,38.3338561,-98.2756556,Kansas
Buffalo Bill's Well on the Santa Fe Trail,Lyons,38.3338561,-98.2756556,Kansas
Buffalo Bill's Well on the Santa Fe Trail,Lyons,38.3338561,-98.2756556,Kansas
Buffalo Bill's Well on the Santa Fe Trail,Lyons,38.3338561,-98.2756556,Kansas
Burdett Historical Marker,Burdett,38.1889421,-99.5294439,Kansas
Burdett Historical Marker,Burdett,38.1889421,-99.5294439,Kansas
Burdett Historical Marker,Burdett,38.1889421,-99.5294439,Kansas
Burdett Historical Marker,Burdett,38.1889421,-99.5294439,Kansas
Butcher Falls,Sedan,37.1472893,-96.2682028,Kansas
Butcher Falls,Sedan,37.1472893,-96.2682028,Kansas
Butcher Falls,Sedan,37.1472893,-96.2682028,Kansas
Butcher Falls,Sedan,37.1472893,-96.2682028,Kansas
Butterfield Overland Despatch Trail Marker,Grinnell,38.7890678,-100.7629312,Kansas
Butterfield Overland Despatch Trail Marker,Grinnell,38.7890678,-100.7629312,Kansas
Butterfield Overland Despatch Trail Marker,Grinnell,38.7890678,-100.7629312,Kansas
Butterfield Overland Despatch Trail Marker,Grinnell,38.7890678,-100.7629312,Kansas
Butterfield Overland Trail Marker,Winona,38.7995829,-100.8549158,Kansas
Butterfield Overland Trail Marker,Winona,38.7995829,-100.8549158,Kansas
Butterfield Overland Trail Marker,Winona,38.7995829,-100.8549158,Kansas
Butterfield Overland Trail Marker,Winona,38.7995829,-100.8549158,Kansas
Butterfield Overland Trail Marker,Winona,38.7995829,-100.8549158,Kansas
Butterfield Trail Museum,Russell Springs,38.9123597,-101.1804207,Kansas
Butterfield Trail Museum,Russell Springs,38.9123597,-101.1804207,Kansas
Butterfield Trail Museum,Russell Springs,38.9123597,-101.1804207,Kansas
Butterfield Trail Museum,Russell Springs,38.9123597,-101.1804207,Kansas
Butterfield Trail Museum,Russell Springs,38.9123597,-101.1804207,Kansas
Caldwell Historical Museum,Caldwell,37.032243,-97.6070967,Kansas
Caldwell Historical Museum,Caldwell,37.032243,-97.6070967,Kansas
Cameron's Colonial,Atwood,39.8096376,-101.039919,Kansas
Cameron's Colonial,Atwood,39.8096376,-101.039919,Kansas
Caney Valley Historical Society & Museum Complex,Caney,37.0117096,-95.9379711,Kansas
Caney Valley Historical Society & Museum Complex,Caney,37.0117096,-95.9379711,Kansas
Cannonball Stage Line Highway,Greensburg,37.6085445,-99.2754664,Kansas
Cannonball Stage Line Highway,Greensburg,37.6085445,-99.2754664,Kansas
Cannonball Stage Line Highway,Greensburg,37.6085445,-99.2754664,Kansas
Cannonball Stage Line Highway,Greensburg,37.6085445,-99.2754664,Kansas
Cannonball Stage Line Highway,Greensburg,37.6085445,-99.2754664,Kansas
Cannonball Stage Line Highway,Greensburg,37.6085445,-99.2754664,Kansas
Carnahan Church,Olsburg,39.3366633,-96.6261172,Kansas
Carnahan Church,Olsburg,39.3366633,-96.6261172,Kansas
Carnahan Church,Olsburg,39.3366633,-96.6261172,Kansas
Carnival Heritage Center,Kinsley,37.9225727,-99.4119149,Kansas
Carnival Heritage Center,Kinsley,37.9225727,-99.4119149,Kansas
Carnival Heritage Center,Kinsley,37.9225727,-99.4119149,Kansas
Carry Nation Home,Medicine Lodge,37.2756651,-98.5820087,Kansas
Carry Nation Home,Medicine Lodge,37.2756651,-98.5820087,Kansas
Carry Nation Home,Medicine Lodge,37.2756651,-98.5820087,Kansas
Carry Nation Home,Medicine Lodge,37.2756651,-98.5820087,Kansas
Castle Rock,Larrabee,38.861122,-100.169852,Kansas
Castle Rock Badlands,Quinter,38.8583328,-100.1715166,Kansas
Castle Rock Badlands,Quinter,38.8583328,-100.1715166,Kansas
Castle Rock Badlands,Quinter,38.8583328,-100.1715166,Kansas
Castle Rock Badlands,Quinter,38.8583328,-100.1715166,Kansas
Catholic Church of the Immaculate Heart of Mary,Spearville,37.7851663,-99.6417543,Kansas
Cato Historic Stone School,Arcadia,37.6668637,-94.7413278,Kansas
Cato Historic Stone School,Arcadia,37.6668637,-94.7413278,Kansas
Cedar Bluff State Park- Bluffton Area,Ellis,38.8113556,-99.7325435,Kansas
Cedar Depot museum,Cedar,39.6568983,-98.9401802,Kansas
Cedar Depot museum,Cedar,39.6568983,-98.9401802,Kansas
Cedar Depot museum,Cedar,39.6568983,-98.9401802,Kansas
Cedar Point Mill,Cedar Point,38.2616658,-96.8197803,Kansas
Center of Wichita,Wichita,37.6860019,-97.3381779,Kansas
Center of Wichita,Wichita,37.6860019,-97.3381779,Kansas
Center of Wichita,Wichita,37.6860019,-97.3381779,Kansas
Center of Wichita,Wichita,37.6860019,-97.3381779,Kansas
Center of Wichita,Wichita,37.6860019,-97.3381779,Kansas
Chase County Historical Society & Museum,Cottonwood Falls,38.3718966,-96.5418717,Kansas
Chase County Historical Society & Museum,Cottonwood Falls,38.3718966,-96.5418717,Kansas
Chase County Historical Society & Museum,Cottonwood Falls,38.3718966,-96.5418717,Kansas
Cherry Creek Encampment,Wheeler,39.7866695,-101.8391888,Kansas
Cherry Creek Encampment,Wheeler,39.7866695,-101.8391888,Kansas
Cherryvale Historical Museum,Cherryvale,37.2671827,-95.5499421,Kansas
Cherryvale Historical Museum,Cherryvale,37.2671827,-95.5499421,Kansas
Cherryvale Historical Museum,Cherryvale,37.2671827,-95.5499421,Kansas
Cherryvale Historical Museum,Cherryvale,37.2671827,-95.5499421,Kansas
Chimney Sweep,McPherson,38.3116435,-97.6142778,Kansas
Chimney Sweep,McPherson,38.3116435,-97.6142778,Kansas
Chimney Sweep,McPherson,38.3116435,-97.6142778,Kansas
Chisholm Trail Marker,Wichita,37.6854689,-97.344638,Kansas
Chisholm Trail Marker,Wichita,37.6854689,-97.344638,Kansas
Chisholm Trail Marker,Wichita,37.6854689,-97.344638,Kansas
Chisholm Trail Marker,Wichita,37.6854689,-97.344638,Kansas
Chisolm Trail Crossing Santa Fe Trail,Canton,38.3770911,-97.3718299,Kansas
Chisolm Trail Crossing Santa Fe Trail,Canton,38.3770911,-97.3718299,Kansas
Chisolm Trail Crossing Santa Fe Trail,Canton,38.3770911,-97.3718299,Kansas
Christ Pilot Me Hill,Bazine,38.4531245,-99.6386894,Kansas
Christ Pilot Me Hill,Bazine,38.4531245,-99.6386894,Kansas
Chrysler Boyhood Home and Museum,Ellis,38.9365551,-99.5609397,Kansas
Chrysler Boyhood Home and Museum,Ellis,38.9365551,-99.5609397,Kansas
Chrysler Boyhood Home and Museum,Ellis,38.9365551,-99.5609397,Kansas
Cimarron Crossing Park,Cimarron,37.7993155,-100.3522963,Kansas
City of Marion Historical Museum,Marion,38.3482017,-97.0167117,Kansas
City of Smith Center,Smith Center,39.776567,-98.7870891,Kansas
Clay County Museum,Clay Center,39.3761339,-97.1257569,Kansas
Clay County Museum,Clay Center,39.3761339,-97.1257569,Kansas
Clint Lightner Field,Garden City,37.960144,-100.866711,Kansas
Clint Lightner Field,Garden City,37.960144,-100.866711,Kansas
Clint Lightner Field,Garden City,37.960144,-100.866711,Kansas
Clint Lightner Field,Garden City,37.960144,-100.866711,Kansas
Cloud County Historical Museum,Concordia,39.5706754,-97.6588463,Kansas
Cloud County Historical Museum,Concordia,39.5706754,-97.6588463,Kansas
Cloud County Historical Museum,Concordia,39.5706754,-97.6588463,Kansas
Cloud County Historical Museum,Concordia,39.5706754,-97.6588463,Kansas
Cloud County Historical Museum,Concordia,39.5706754,-97.6588463,Kansas
Cloud County Historical Museum,Concordia,39.5706754,-97.6588463,Kansas
Cloud County Historical Museum,Concordia,39.5706754,-97.6588463,Kansas
Coffey County Historical Museum,Burlington,38.194431,-95.749326,Kansas
Coffey County Historical Museum,Burlington,38.194431,-95.749326,Kansas
Coffey County Historical Museum,Burlington,38.194431,-95.749326,Kansas
Coffey County Historical Museum,Burlington,38.194431,-95.749326,Kansas
Coffey County Historical Museum,Burlington,38.194431,-95.749326,Kansas
Coffey County Historical Museum,Burlington,38.194431,-95.749326,Kansas
Coffey County Historical Museum,Burlington,38.194431,-95.749326,Kansas
Coldwater City Park,Coldwater,37.2686636,-99.3306461,Kansas
Coldwater City Park,Coldwater,37.2686636,-99.3306461,Kansas
"Concordia, KS, 1st Santa Fe Depot",Concordia,39.5741534,-97.6600436,Kansas
"Concordia, KS, 1st Santa Fe Depot",Concordia,39.5741534,-97.6600436,Kansas
Conestoga Trailhead,Richfield,37.201023,-101.719629,Kansas
Conestoga Trailhead,Richfield,37.201023,-101.719629,Kansas
Conestoga Trailhead,Richfield,37.201023,-101.719629,Kansas
Conestoga Trailhead,Richfield,37.201023,-101.719629,Kansas
Constitution Hall State Historic Site,Lecompton,39.0454091,-95.3947322,Kansas
Constitution Hall State Historic Site,Lecompton,39.0454091,-95.3947322,Kansas
Constitution Hall State Historic Site,Lecompton,39.0454091,-95.3947322,Kansas
Constitution Hall State Historic Site,Lecompton,39.0454091,-95.3947322,Kansas
Constitution Hall State Historic Site,Lecompton,39.0454091,-95.3947322,Kansas
Conway Springs City Park,Conway Springs,37.3903432,-97.6457404,Kansas
Cooper Barn,Colby,39.3692548,-101.0438679,Kansas
Cooper Barn,Colby,39.3692548,-101.0438679,Kansas
Cooper Barn,Colby,39.3692548,-101.0438679,Kansas
Coronado Cross,Dodge City,37.725763,-99.9125981,Kansas
Coronado Cross,Dodge City,37.725763,-99.9125981,Kansas
Coronado Cross,Dodge City,37.725763,-99.9125981,Kansas
Coronado Heights Castle,Falun,38.6129915,-97.7032171,Kansas
Coronado Heights Castle,Falun,38.6129915,-97.7032171,Kansas
Coronado Heights Castle,Falun,38.6129915,-97.7032171,Kansas
Coronado Quivira Museum,Lyons,38.3456946,-98.2036586,Kansas
Coronado Quivira Museum,Lyons,38.3456946,-98.2036586,Kansas
Cottonwood Ranch State Historic Site,Studley,39.356305,-100.173178,Kansas
Cottonwood Ranch State Historic Site,Studley,39.356305,-100.173178,Kansas
Cottonwood Ranch State Historic Site,Studley,39.356305,-100.173178,Kansas
Cottonwood Ranch State Historic Site,Studley,39.356305,-100.173178,Kansas
Cottonwood Ranch State Historic Site,Studley,39.356305,-100.173178,Kansas
Cottonwood Ranch State Historic Site,Studley,39.356305,-100.173178,Kansas
Council Oak,Council Grove,38.6617658,-96.4846454,Kansas
Country School Museum,Caldwell,37.115486,-97.6168141,Kansas
Cousin Eddies,Coolidge,38.0410388,-102.0112382,Kansas
Cousin Eddies,Coolidge,38.0410388,-102.0112382,Kansas
Covered Rail Bridge New Albany KS,Fredonia,37.5822417,-95.9561293,Kansas
Covered Rail Bridge New Albany KS,Fredonia,37.5822417,-95.9561293,Kansas
Covered Rail Bridge New Albany KS,Fredonia,37.5822417,-95.9561293,Kansas
Covered Rail Bridge New Albany KS,Fredonia,37.5822417,-95.9561293,Kansas
Covered Rail Bridge New Albany KS,Fredonia,37.5822417,-95.9561293,Kansas
Covered Rail Bridge New Albany KS,Fredonia,37.5822417,-95.9561293,Kansas
Cowley County Historical Society Museum (CCHSM),Winfield,37.2386917,-97.0013309,Kansas
Cowley County Historical Society Museum (CCHSM),Winfield,37.2386917,-97.0013309,Kansas
Crab Creek Bridge,Dexter,37.141268,-96.74509,Kansas
Crab Creek Bridge,Dexter,37.141268,-96.74509,Kansas
Crab Creek Bridge,Dexter,37.141268,-96.74509,Kansas
Crawford County Historical Museum,Pittsburg,37.4326655,-94.7135763,Kansas
Crawford County Historical Museum,Pittsburg,37.4326655,-94.7135763,Kansas
Crawford County Historical Museum,Pittsburg,37.4326655,-94.7135763,Kansas
Cray Historical Home Museum,Atchison,39.5697573,-95.1193028,Kansas
Creamery Bridge,Osawatomie,38.5029344,-94.955109,Kansas
Creamery Bridge,Osawatomie,38.5029344,-94.955109,Kansas
Creamery Bridge,Osawatomie,38.5029344,-94.955109,Kansas
Cupelo House,Russell Springs,38.939157,-101.077495,Kansas
Cupelo House,Russell Springs,38.939157,-101.077495,Kansas
Cyclone Day Memorial,Codell,39.1944011,-99.1750393,Kansas
Cystal Springs,Atwood,39.8149466,-101.151884,Kansas
Cystal Springs,Atwood,39.8149466,-101.151884,Kansas
DAR Santa Fe Trail Crossing Monument,Council Grove,38.6528785,-96.5768735,Kansas
DAR Santa Fe Trail Crossing Monument,Council Grove,38.6528785,-96.5768735,Kansas
DAR Santa Fe Trail Crossing Monument,Council Grove,38.6528785,-96.5768735,Kansas
DAR Santa Fe Trail Crossing Monument,Council Grove,38.6528785,-96.5768735,Kansas
DAR Santa Fe Trail Crossing Monument,Council Grove,38.6528785,-96.5768735,Kansas
Dalton Gang Hideout,Meade,37.2808319,-100.3370671,Kansas
Dalton Gang Hideout,Meade,37.2808319,-100.3370671,Kansas
Dalton Gang Hideout,Meade,37.2808319,-100.3370671,Kansas
Dalton Gang Hideout,Meade,37.2808319,-100.3370671,Kansas
Damar Community Historical Foundation,Damar,39.3184234,-99.5844866,Kansas
Damar Community Historical Foundation,Damar,39.3184234,-99.5844866,Kansas
De Soto Historical Society,De Soto,38.9779789,-94.9686352,Kansas
DeGeer Corner,Scott City,38.4819244,-100.907089,Kansas
DeGeer Corner,Scott City,38.4819244,-100.907089,Kansas
DeGeer Corner,Scott City,38.4819244,-100.907089,Kansas
DeGeer Corner,Scott City,38.4819244,-100.907089,Kansas
DeGeer Corner,Scott City,38.4819244,-100.907089,Kansas
Decatu County Last Indian Raid Museum,Oberlin,39.817967,-100.5286887,Kansas
Decatu County Last Indian Raid Museum,Oberlin,39.817967,-100.5286887,Kansas
Deerfield Texaco Service Station,Deerfield,37.9796221,-101.1342162,Kansas
Deerfield Texaco Service Station,Deerfield,37.9796221,-101.1342162,Kansas
Deerfield Texaco Service Station,Deerfield,37.9796221,-101.1342162,Kansas
Deerfield Texaco Service Station,Deerfield,37.9796221,-101.1342162,Kansas
Delano Clock Tower,Wichita,37.6840349,-97.346959,Kansas
Delano Clock Tower,Wichita,37.6840349,-97.346959,Kansas
Delano Clock Tower,Wichita,37.6840349,-97.346959,Kansas
Delano Clock Tower,Wichita,37.6840349,-97.346959,Kansas
Delano Clock Tower,Wichita,37.6840349,-97.346959,Kansas
Derby Historical Museum,Derby,37.5446454,-97.2628757,Kansas
Derby Historical Museum,Derby,37.5446454,-97.2628757,Kansas
Derby Historical Museum,Derby,37.5446454,-97.2628757,Kansas
Derby Historical Museum,Derby,37.5446454,-97.2628757,Kansas
Dickinson County Heritage Center,Abilene,38.9114465,-97.2085839,Kansas
Dickinson County Heritage Center,Abilene,38.9114465,-97.2085839,Kansas
Dickinson County Heritage Center,Abilene,38.9114465,-97.2085839,Kansas
Dickinson County Heritage Center,Abilene,38.9114465,-97.2085839,Kansas
Dietrich Cabin,Ottawa,38.6106064,-95.2679511,Kansas
Dietrich Cabin,Ottawa,38.6106064,-95.2679511,Kansas
Dietrich Cabin,Ottawa,38.6106064,-95.2679511,Kansas
Dietrich Cabin,Ottawa,38.6106064,-95.2679511,Kansas
Dietrich Cabin,Ottawa,38.6106064,-95.2679511,Kansas
Dietrich Cabin,Ottawa,38.6106064,-95.2679511,Kansas
Dietrich Cabin,Ottawa,38.6106064,-95.2679511,Kansas
Doc Holliday Statue,Dodge City,37.7529127,-100.0213203,Kansas
Doc Holliday Statue,Dodge City,37.7529127,-100.0213203,Kansas
Doc Holliday Statue,Dodge City,37.7529127,-100.0213203,Kansas
Dodge City,Dodge City,37.7520557,-100.0218078,Kansas
Dodge City,Dodge City,37.7520557,-100.0218078,Kansas
Dodge City,Dodge City,37.7520557,-100.0218078,Kansas
Dorothy's House and the Land of Oz,Liberal,37.0345435,-100.9105968,Kansas
Dorothy's House and the Land of Oz,Liberal,37.0345435,-100.9105968,Kansas
Dorothy's House and the Land of Oz,Liberal,37.0345435,-100.9105968,Kansas
Dr. George A.Tann Gravesite,Independence,37.2432658,-95.7055897,Kansas
Dr. William B. Jones - Old Stone House,Florence,38.2022937,-96.8613161,Kansas
Dwight D Eisenhower Boyhood Home,Abilene,38.9123573,-97.2120094,Kansas
